Date,price,VIX,TNX,returns,momentum_20,realised_vol_20,ma_50,trend,vol_adj_mom,yield_change,trend_strength,market_regime,trend_direction
2015-03-31,171.71624755859375,15.289999961853027,1.934000015258789,-0.008739507227018772,-0.017850128184148772,0.009187656018641858,171.7622903442383,-0.0002680610834442648,-1.94262666356588,-0.029000043869019,0.0002680610834442648,chop,-1.0
2015-04-01,171.1090087890625,15.109999656677246,1.868000030517578,-0.0035362918661732134,-0.01718036867348971,0.00917585109820093,171.83778686523436,-0.0042410816006575765,-1.8721420332141845,-0.06599998474121116,0.0042410816006575765,chop,-1.0
2015-04-02,171.7245635986328,14.670000076293944,1.9040000438690183,0.0035974424369973335,-0.01472259500642037,0.009220390211681301,171.908701171875,-0.001071135852850724,-1.5965700039209223,0.03600001335144043,0.001071135852850724,chop,-1.0
2015-04-06,172.8808135986328,14.739999771118164,1.9040000438690183,0.006733166040837846,0.006061185662004753,0.008796978857332506,171.9527200317383,0.005397376480716409,0.688929328007327,0.0,0.005397376480716409,chop,1.0
2015-04-07,172.42332458496094,14.779999732971191,1.89300000667572,-0.0026462682824596184,-0.0007425498296300681,0.00877338541171759,172.0063055419922,0.002424440439289239,-0.08462699035746067,-0.01100003719329834,0.002424440439289239,chop,1.0
2015-04-08,173.005615234375,13.979999542236328,1.8949999809265137,0.00337709907180872,0.019164773764055232,0.007919153986550274,172.06358703613282,0.005474884108073146,2.419747620639722,0.001999974250793679,0.005474884108073146,chop,1.0
2015-04-09,173.77085876464844,13.09000015258789,1.9579999446868896,0.004423229438170306,0.026075427702354492,0.007914311728279638,172.1810580444336,0.009233307881082774,3.2943020562529237,0.06299996376037598,0.009233307881082774,chop,1.0
2015-04-10,174.71917724609375,12.579999923706056,1.950999975204468,0.00545729294420827,0.018722946390068884,0.007520903365762859,172.3605584716797,0.013684214041355613,2.4891234943657152,-0.006999969482421653,0.013684214041355613,chop,1.0
2015-04-13,173.92893981933594,13.9399995803833,1.9390000104904173,-0.004522900343359337,0.02037280026840871,0.007449343660131452,172.4936135864258,0.008321039852243516,2.7344779244786213,-0.011999964714050737,0.008321039852243516,chop,1.0
2015-04-14,174.26168823242188,13.670000076293944,1.9040000438690183,0.0019131285077202964,0.008846432108068125,0.006869743290886517,172.67539245605468,0.009186576927982958,1.287550958249626,-0.034999966621398926,0.009186576927982958,chop,1.0
2015-04-15,175.04360961914062,12.84000015258789,1.899999976158142,0.004487052746073861,0.016394186285835888,0.006875913250866363,172.83190002441407,0.012796882950509327,2.383945483647118,-0.004000067710876243,0.012796882950509327,chop,1.0
2015-04-16,174.99375915527344,12.600000381469728,1.878000020980835,-0.0002847888247714536,0.00403456149445125,0.006352979482293437,172.93904663085937,0.011881137108381788,0.6349660878972487,-0.02199995517730713,0.011881137108381788,chop,1.0
2015-04-17,172.9806365966797,13.890000343322754,1.850000023841858,-0.011503967731829157,-0.002968020104473057,0.006801835194985405,173.0188510131836,-0.00022086851392275904,-0.43629163714871155,-0.02799999713897705,0.00022086851392275904,chop,-1.0
2015-04-20,174.56112670898438,13.300000190734863,1.8949999809265137,0.00913680365271019,-0.002661594438915338,0.006823633799671056,173.09614532470704,0.008463396926195048,-0.389998132799979,0.04499995708465576,0.008463396926195048,chop,1.0
2015-04-21,174.3531951904297,13.25,1.9160000085830688,-0.0011911673719965377,-0.0019045763902931778,0.0068149933615342445,173.17872131347656,0.006781860196479771,-0.2794275594576676,0.021000027656555176,0.006781860196479771,chop,1.0
2015-04-22,175.20993041992188,12.710000038146973,1.972000002861023,0.004913791390840139,0.008667601848120876,0.006770701477387899,173.29367004394533,0.011057878660487753,1.279974003145853,0.0559999942779541,0.011057878660487753,chop,1.0
